State,University,Town
New York,Le Moyne College,Syracuse
New York,Alfred University,Alfred
New York,New York Law School,New York City
New York,Canisius College,Buffalo
New York,St. Bonaventure University,St. Bonaventure
New York,State University of New York at Fredonia,Fredonia
New York,"Purchase College, State University of New York",Purchase
New York,State University of New York College at Plattsburgh,Plattsburgh 
New York,Mercy College,Dobbs Ferry
Massachusetts,University of Massachusetts Amherst,Amherst
Massachusetts,Northeastern University,Boston 
Massachusetts,Boston College,Chestnut Hill
Massachusetts,Brandeis University,Waltham
Massachusetts,Worcester Polytechnic Institute,Worcester
Massachusetts,Williams College,Williamstown
Massachusetts,University of Massachusetts Boston,Boston
Massachusetts,Smith College,Northampton
Massachusetts,Berklee College of Music,Boston
Massachusetts,Mount Holyoke College,South Hadley
Massachusetts,Wellesley College,Wellesley
Massachusetts,Clark University,Worcester
Massachusetts,Amherst College,Amherst
Massachusetts,University of Massachusetts Lowell,Lowell
Maryland,Bowie State University,Bowie
Maryland,Mount St. Mary's University,Emmitsburg 
Maryland,St John's College,Annapolis 
Maryland,University of Maryland Eastern Shore,Princess Anne
Maryland,Notre Dame of Maryland University,Baltimore
Maryland,Coppin State University,Baltimore
Maryland,Stevenson University,Stevenson 
Maryland,Maryland University of Integrative Health,Laurel
Maryland,Washington Adventist University,Takoma Park
Michigan,Kalamazoo College,Kalamazoo
Michigan,Albion College,Albion
Michigan,Saginaw Valley State University,University Center
Michigan,University of Michigan-Flint,Flint 
Michigan,Lawrence Technological University,Southfield
Michigan,Baker College,Flint 
Michigan,University of Michigan-Dearborn,Dearborn
Michigan,Northwood University,Midland 
Michigan,Davenport University,Grand Rapids 
Michigan,Spring Arbor University,Spring Arbor
Michigan,Cornerstone University,Grand Rapids
Michigan,Alma College,Alma
Michigan,College for Creative Studies,Detroit
Michigan,Aquinas College,Grand Rapids
Michigan,Adrian College,Adrian
Michigan,Madonna University,Livonia 
Michigan,Finlandia University,Hancock
New York,Brooklyn Law School,Brooklyn
New York,St. John Fisher University,Rochester
New York,Manhattan College,Riverdale
New York,Niagara University,Niagara University
New York,Utica College,Utica
New York,"Lehman College, CUNY",The Bronx
New York,Albany Medical College,Albany
New York,Iona College,New Rochelle
New York,New York Medical College,Valhalla
New York,United States Merchant Marine Academy,Kings Point 
New York,Nazareth College,Rochester
New York,Manhattan School of Music,New York City
Massachusetts,University of Massachusetts Medical School,Worcester
Massachusetts,Babson College,Babson Park
Massachusetts,Suffolk University,Boston 
Massachusetts,University of Massachusetts Dartmouth,North Dartmouth
Massachusetts,Simmons University,Boston
Massachusetts,College of the Holy Cross,Worcester
Massachusetts,Emerson College,Boston
Massachusetts,Bentley University,Waltham
Massachusetts,Hampshire College,Amherst
Massachusetts,Bridgewater State University,Bridgewater
Massachusetts,Hult International Business School,Cambridge 
Michigan,Walsh College,Troy
Michigan,Cranbrook Academy of Art,Bloomfield Hills
Michigan,Olivet College,Olivet
Michigan,Siena Heights University,Adrian
Michigan,Concordia University Ann Arbor,Ann Arbor
Michigan,Cleary University,Howell 
Michigan,Rochester University,Rochester Hills
Michigan,Kuyper College,Grand Rapids
Michigan,Grace Christian University,Wyoming
Michigan,Michigan School of Psychology,Farmington Hills
Michigan,Great Lakes Christian College,Lansing
New York,Bank Street College of Education,New York City
New York,Manhattanville College,Purchase
New York,Hartwick College,Oneonta
New York,Farmingdale State College,Farmingdale
New York,Wagner College,Staten Island
New York,Morrisville State College,Morrisville
New York,The Sage Colleges,Troy 
New York,Molloy College,Rockville Centre
New York,Paul Smith's College,Paul Smiths
New York,The College of Saint Rose,Albany
New York,D'Youville College,Buffalo
New York,John Jay College of Criminal Justice,New York City
Massachusetts,Lesley University,Cambridge 
Massachusetts,"Wheaton College, Massachusetts",Norton
Massachusetts,Salem State University,Salem
Massachusetts,Gordon College,Wenham 
Massachusetts,Assumption College,Worcester
Massachusetts,Regis College,Weston
Massachusetts,Springfield College,Springfield
Massachusetts,Merrimack College,North Andover
Massachusetts,Massachusetts College of Art and Design,Boston
Massachusetts,Western New England University,Springfield 
Massachusetts,Franklin W. Olin College of Engineering,Needham
Massachusetts,Stonehill College,Easton
Massachusetts,Wentworth Institute of Technology,Boston
Massachusetts,Endicott College,Beverly
Massachusetts,New England Conservatory,Boston
Massachusetts,Framingham State University,Framingham
Massachusetts,Boston Architectural College,Boston
New York,Daemen College,Amherst
New York,Roberts Wesleyan College,Rochester
New York,"Hunter College, CUNY",New York City
New York,Elmira College,Elmira
New York,Alfred State College,Alfred
New York,Houghton College,Houghton 
New York,Mount Saint Mary College,Newburgh
New York,Wells College,Aurora
New York,Albany Law School,Albany
New York,SUNY Cobleskill,Cobleskill
New York,Bryant and Stratton College,Buffalo 
New York,St. Joseph's College,Brooklyn 
New York,Monroe College,The Bronx 
New York,SUNY Maritime College,Throggs Neck
New York,SUNY Canton,Canton
New York,St. Francis College,Brooklyn Heights
New York,SUNY College at Old Westbury,Old Westbury
Massachusetts,MCPHS University,Boston 
Massachusetts,Bard College at Simon's Rock,Great Barrington
Massachusetts,Emmanuel College,Boston
Massachusetts,Worcester State University,Worcester
Massachusetts,Fitchburg State University,Fitchburg
Massachusetts,New England Law | Boston,Boston
Massachusetts,Nichols College,Dudley
Massachusetts,Massachusetts College of Liberal Arts,North Adams
Massachusetts,Cambridge College,Boston 
Massachusetts,Bay Path University,Longmeadow
Massachusetts,American International College,Springfield
Massachusetts,Curry College,Milton
Massachusetts,MGH Institute of Health Professions,Boston
New York,SUNY Delhi,Delhi
New York,Berkeley College,New York City 
New York,Keuka College,Keuka Park
New York,Buffalo State College,Buffalo
New York,Medaille College,Buffalo
New York,College of Mount Saint Vincent,The Bronx
New York,LIM College,New York City
New York,Relay Graduate School of Education,New York City
New York,Concordia College-New York,Bronxville
New York,Nyack College,Nyack
New York,Marymount Manhattan College,New York City
New York,Hilbert College,Hamburg
New York,The King's College,New York City
New York,Cazenovia College,Cazenovia
New York,SUNY College of Optometry,New York City
Massachusetts,Massachusetts Maritime Academy,Buzzards Bay
Massachusetts,Lasell University,Newton
Massachusetts,Eastern Nazarene College,Quincy
Massachusetts,William James College,Newton
Massachusetts,Dean College,Franklin
Massachusetts,Anna Maria College,Paxton
Massachusetts,College of Our Lady of the Elms,Chicopee
Massachusetts,Pine Manor College,Chestnut Hill
Massachusetts,Hebrew College,Newton Centre
Massachusetts,Montserrat College of Art,Beverly
Massachusetts,Becker College,Worcester 
Massachusetts,Bay State College,Boston 
Massachusetts,Fisher College,Boston 
Massachusetts,Benjamin Franklin Institute of Technology,Boston
Massachusetts,Boston Graduate School of Psychoanalysis,Brookline 
Massachusetts,Massachusetts School of Law,Andover
New York,New York Academy of Art,New York City
New York,Metropolitan College of New York,New York City
New York,Vaughn College of Aeronautics and Technology,Flushing
New York,St. Thomas Aquinas College,Sparkill
New York,Dominican College,Orangeburg
New York,Webb Institute,Glen Cove
New York,New York School of Interior Design,New York City
New York,Albany College of Pharmacy and Health Sciences,Albany
New York,"Queens College, City University of New York",New York City
New York,New York College of Podiatric Medicine,New York City
New York,"Baruch College, CUNY",New York City
New York,Brooklyn College,Brooklyn
New York,"The Graduate Center, CUNY",New York City
Massachusetts,New England College of Optometry,Boston
Massachusetts,Westfield State University,Westfield
Massachusetts,Conway School of Landscape Design,Northampton
Massachusetts,Labouré College,Milton
Massachusetts,Northpoint Bible College,Haverhill
New York,Villa Maria College,Buffalo
New York,The City College of New York,New York City
New York,Maria College,Albany
New York,The College of Westchester,White Plains
New York,"New York City College of Technology, CUNY",Brooklyn
New York,"York College, City University of New York",Jamaica
New York,Trocaire College,Buffalo
New York,Davis College,Johnson City 
New York,Five Towns College,Dix Hills
New York,College of Staten Island,Staten Island
New York,Boricua College,New York City
New York,Jamestown Business College,Jamestown
New York,Medgar Evers College,Brooklyn
New York,Plaza College,New York City
New York,CUNY School of Law,Long Island City
New York,Helene Fuld College of Nursing,New York City
Louisiana,Louisiana State University,Baton Rouge
Louisiana,Tulane University,New Orleans
Louisiana,Loyola University New Orleans,New Orleans
Louisiana,University of Louisiana at Lafayette,Lafayette
Louisiana,University of New Orleans,New Orleans
Louisiana,Louisiana Tech University,Ruston
Louisiana,Louisiana State University Health Sciences Center,New Orleans 
Louisiana,Southeastern Louisiana University,Hammond
Louisiana,University of Louisiana at Monroe,Monroe
Louisiana,Xavier University of Louisiana,New Orleans
Louisiana,Northwestern State University of Louisiana,Natchitoches
Louisiana,Southern University and A&M College,Baton Rouge
Louisiana,Dillard University,New Orleans
Louisiana,McNeese State University,Lake Charles
Louisiana,Grambling State University,Grambling
Louisiana,Louisiana State University in Shreveport,Shreveport 
Louisiana,Centenary College of Louisiana,Shreveport
Louisiana,Nicholls State University,Thibodaux
Louisiana,Louisiana State University Health Sciences Center-Shreveport,Shreveport
Louisiana,Southern University at New Orleans,New Orleans
Louisiana,Louisiana State University of Alexandria,Alexandria
Louisiana,Louisiana College,Pineville
Louisiana,Southern University Law Center,Baton Rouge
Louisiana,University of Holy Cross,New Orleans
Louisiana,Franciscan Missionaries of Our Lady University,Baton Rouge
Kentucky,University of Kentucky,Lexington
Kentucky,University of Louisville,Louisville 
Kentucky,Western Kentucky University,Bowling Green
Kentucky,Eastern Kentucky University,Richmond
Kentucky,Northern Kentucky University,Highland Heights 
Kentucky,Berea College,Berea
Kentucky,Murray State University,Murray 
Kentucky,Bellarmine University,Louisville
Kentucky,Kentucky State University,Frankfort
Kentucky,Morehead State University,Morehead 
Kansas,University of Kansas,Lawrence 
Kansas,Kansas State University,Manhattan 
Kansas,Wichita State University,Wichita
Kansas,Emporia State University,Emporia
Kansas,Fort Hays State University,Hays
Kansas,Pittsburg State University,Pittsburg
Kansas,Washburn University,Topeka
Kansas,Baker University,Baldwin City
Kansas,Southwestern College,Winfield
Kansas,Ottawa University,Ottawa 
Kansas,Bethel College,North Newton
Kansas,Benedictine College,Atchison
Kansas,Sterling College,Sterling
Kansas,MidAmerica Nazarene University,Olathe
Kansas,Friends University,Wichita 
Kansas,Newman University,Wichita 
Kansas,Tabor College,Hillsboro
Kansas,McPherson College,McPherson
Iowa,University of Iowa,Iowa City 
Iowa,Iowa State University,Ames
Iowa,University of Northern Iowa,Cedar Falls
Iowa,Grinnell College,Grinnell
Iowa,Drake University,Des Moines
Iowa,Maharishi International University,Fairfield
Iowa,Central College,Pella
Iowa,Luther College,Decorah
Iowa,Cornell College,Mount Vernon
Iowa,St. Ambrose University,Davenport
Iowa,Wartburg College,Waverly
Iowa,Simpson College,Indianola
Iowa,Buena Vista University,Storm Lake
Kentucky,Centre College,Danville
Kentucky,Transylvania University,Lexington
Kentucky,Georgetown College,Georgetown
Kentucky,Lindsey Wilson College,Columbia
Kentucky,Campbellsville University,Campbellsville
Kentucky,Asbury University,Wilmore
Kentucky,Spalding University,Louisville
Kentucky,University of the Cumberlands,Williamsburg
Kentucky,Thomas More University,Crestview Hills
Kentucky,Midway University,Midway
Kentucky,Brescia University,Owensboro
Kentucky,University of Pikeville,Pikeville
Kentucky,Sullivan University,Louisville 
Kansas,Kansas Wesleyan University,Salina
Kansas,University of Saint Mary,Leavenworth 
Kansas,Cleveland University-Kansas City,Overland Park
Kansas,Barclay College,Haviland
Kansas,"Bethany College, Kansas",Lindsborg
Kansas,Central Christian College of Kansas,McPherson
Kansas,Manhattan Christian College,Manhattan
Kansas,Donnelly College,Kansas City
Iowa,Coe College,Cedar Rapids
Iowa,Des Moines University,Des Moines
Iowa,Dordt University,Sioux Center
Iowa,Upper Iowa University,Fayette 
Iowa,Mount Mercy University,Cedar Rapids
Iowa,Loras College,Dubuque
Iowa,Northwestern College,Orange City
Iowa,Clarke University,Dubuque
Iowa,Graceland University,Lamoni
Iowa,University of Dubuque,Dubuque
Iowa,Morningside College,Sioux City
Iowa,Grand View University,Des Moines
Iowa,Briar Cliff University,Sioux City
Iowa,Waldorf University,Forest City
Iowa,Faith Baptist Bible College and Theological Seminary,Ankeny
Iowa,William Penn University,Oskaloosa
Iowa,Mercy College of Health Sciences,Des Moines
Kentucky,Kentucky Wesleyan College,Owensboro
Kentucky,"Union College, Kentucky",Barbourville
Kentucky,Alice Lloyd College,Pippa Passes
Kentucky,Kentucky Christian University,Grayson
Kentucky,Clear Creek Baptist Bible College,Pineville
Indiana,Purdue University,West Lafayette
Indiana,Indiana University Bloomington,Bloomington
Indiana,University of Notre Dame,Notre Dame
Indiana,Indiana University - Purdue University Indianapolis,Indianapolis
Indiana,Ball State University,Muncie
Indiana,Earlham College,Richmond
Indiana,Indiana State University,Terre Haute
Indiana,Hanover College,Hanover
Indiana,DePauw University,Greencastle
Indiana,University of Evansville,Evansville
Indiana,Valparaiso University,Valparaíso
Indiana,Butler University,Indianapolis
Indiana,Purdue University Fort Wayne,Fort Wayne
Iowa,Emmaus Bible College,Dubuque
Iowa,Iowa Wesleyan University,Mount Pleasant
Iowa,Allen College,Waterloo
Indiana,Rose-Hulman Institute of Technology,Terre Haute
Indiana,University of Southern Indiana,Evansville
Indiana,Wabash College,Crawfordsville
Indiana,University of Indianapolis,Indianapolis
Indiana,Goshen College,Goshen
Indiana,Indiana Wesleyan University,Marion
Indiana,Taylor University,Upland 
Indiana,Indiana University South Bend,South Bend 
Indiana,Indiana University Southeast,New Albany
Indiana,Marian University,Indianapolis
Indiana,Purdue University Northwest,Hammond
Indiana,Saint Mary's College,Notre Dame 
Indiana,Vincennes University,Vincennes
Indiana,Manchester University,North Manchester 
Indiana,"Anderson University, Indiana",Anderson 
Indiana,Indiana University Northwest,Gary
Indiana,Grace College,Winona Lake 
Indiana,Trine University,Angola
Indiana,Huntington University,Huntington 
Indiana,Franklin College,Franklin
Indiana,Saint Mary-of-the-Woods College,Saint Mary of the Woods
Indiana,Indiana Institute of Technology,Fort Wayne 
Indiana,University of Saint Francis,Fort Wayne 
Indiana,Bethel University,Mishawaka
Indiana,Indiana University East,Richmond
Indiana,Oakland City University,Oakland City
Indiana,Calumet College of St. Joseph,Whiting
Indiana,Holy Cross College,Notre Dame
Indiana,Indiana University Kokomo,Kokomo
Indiana,Martin University,Indianapolis
Indiana,Indiana University Fort Wayne,Fort Wayne
