SearchLocation,SearchKeyword,Url,Featured,BusinessName,PhoneNumber,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,taCount,taRating,WebsiteURL,OpenHours,tripAdvisorID,Categories,PrimaryCategory,Email,Images,PriceRange,Latitude,Longitude,paymentAccepted,generalInfo,socialLinks,Good For Family,Good for Kid,yearInBusiness,Amenities
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/the-total-image-unisex-3887404,No,The Total Image Unisex,(972) 572-6005,7150 Chaucer Pl,Dallas,TX,75237,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.66112,-96.8677,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/jagged-edge-unisex-salon-20737998,No,Jagged Edge Unisex Salon,(972) 218-6345,7557 S Lancaster Rd,Dallas,TX,75241,US,,,http://dandb.com/businessdirectory/jaggededgeunisexsalon...,"{'WEDNESDAY': '0900-1700', 'MONDAY': '', 'THURSDAY': '1000-1830', 'SUNDAY': '', 'TUESDAY': '0900-1830', 'FRIDAY': '0900-1830', 'SATURDAY': '0645-1400'}",,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.653305,-96.782974,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/l-j-hair-designers-5701050,No,L J Hair Designers,(214) 337-8334,5530 S Hampton Rd,Dallas,TX,75232,US,,,,"{'WEDNESDAY': '1000-1900', 'MONDAY': '', 'THURSDAY': '1000-1900', 'SUNDAY': '', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-2000', 'SATURDAY': '1000-2000'}",,Beauty Salons > Barbers > Hair Stylists,Beauty Salons,,,,32.679493,-96.85679,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/styles-by-angie-k-509830927,No,Styles by Angie K,(972) 934-0047,5402 Arapaho Rd,Dallas,TX,75248,US,,,,,,Hair Weaving > Hair Stylists > Make-Up Artists,Hair Weaving,,,,32.95982,-96.81833,,,,,,28 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/the-hair-bar-474524815,No,The Hair Bar,(214) 369-4247,6025 Royal Ln,Dallas,TX,75230,US,,,http://www.dropinblowout.com,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1200-1800', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-2000'}",,Beauty Salons > Hair Stylists,Beauty Salons,,"https://i1.ypcdn.com/blob/57083bfadd9dabdcea48df5062dff700f9baf35c_228x168_crop.jpg, https://i1.ypcdn.com/blob/5ef82b23ce4aa7644a52c6aea87da8aa0a82e53d_228x168_crop.jpg",,32.895023,-96.80288,"master card, amex, cash, discover, visa",,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/madison-reed-hair-color-bar-preston-royal-564534476,No,Madison Reed Hair Color Bar Preston Royal,(469) 809-1929,6025 Royal Ln,Dallas,TX,75230,US,,,https://www.madison-reed.com/colorbar/locations/dallaspreston,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '1000-1800', 'TUESDAY': '1000-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.895023,-96.80288,,"Hello Beautiful! Visit us at our Madison Reed Hair Color Bar in Dallas at Preston Royal Shopping Center to get your roots touched up, highlights or all-over color services. We offer membership, so you can get your roots done as often as you'd like! Our hair color is made with ingredients you can feel good about - free of ammonia, PPD, resorcinol, parabens, phthalates, gluten, SLS, and titanium dioxide, and full of nourishing keratin, argan oil, and ginseng root extract. Or, shop our retail selection of salon-quality at-home hair color and hair color care products, you can even buy online and pick up in store. Come in for a free hair color consultation or take our online hair color quiz.",,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/fourever-hair-554819120,No,Fourever Hair,(214) 484-6623,3662 W Camp Wisdom Rd Ste 1078,Dallas,TX,75237,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.661846,-96.879395,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/sport-clips-haircuts-of-preston-royal-458052338,No,Sport Clips Haircuts of Preston Royal,(214) 363-7410,6025 Royal Ln,Dallas,TX,75230,US,,,https://sportclips.com/us-tx-dallas-tx431,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1100-1700', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1800'}",,Barbers > Beauty Salons > Hair Stylists,Barbers,,https://i2.ypcdn.com/blob/5ef82b23ce4aa7644a52c6aea87da8aa0a82e53d_228x168_crop.jpg,,32.895023,-96.80288,"amex, visa, master card, apple pay, cash, debit, samsung pay","The Sport Clips experience in , includes sports on TV, legendary steamed towel treatment, and a great haircut from our stylists who are the Pros in Mens Hair and specialize in men's and boys' hair care. You'll walk out feeling like an MVP. At Sport Clips, we've turned something you have to do, into something you want to do. And now with our online check in system, you can choose your stylist, check approximate wait times, and wait for your haircut from work, home or even the ballpark!",,,,15 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hott-rodd-the-hair-godd-462470940,No,Hott Rodd the Hair Godd,(214) 999-0700,5934 Royal Ln,Dallas,TX,75230,US,,,http://hairgodd.com,"{'WEDNESDAY': '0800-2000', 'MONDAY': '', 'THURSDAY': '0800-2000', 'SUNDAY': '', 'TUESDAY': '', 'FRIDAY': '0800-2000', 'SATURDAY': '0800-2000'}",,Beauty Salons > Hair Stylists,Beauty Salons,,https://i3.ypcdn.com/blob/33be1f0161889c8ac7cb1da1a16c9a0462bce611_228x168_crop.jpg,,32.894627,-96.80569,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/katrina-ellis-natural-hair-481047427,No,Katrina Ellis Natural Hair,(972) 383-9912,3662 W Camp Wisdom Rd,Dallas,TX,75237,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.661846,-96.879395,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/style-america-20746130,No,Style America,(214) 340-1177,7215 Skillman St Ste 320,Dallas,TX,75231,US,,,http://www.styleamerica.com,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.879322,-96.73519,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/guys-gals-hair-boutiq-3917301,No,Guys & Gals Hair Boutiq,(214) 337-8765,4650 S Hampton Rd,Dallas,TX,75232,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.6873,-96.85681,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/smartstyle-5525329,No,SmartStyle,(214) 319-2633,"7401 Samuell Blvd, Located Inside Walmart #2667",Dallas,TX,75228,US,,,http://www.smartstyle.com,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1100-1700', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Beauty Salons > Hair Stylists,Beauty Salons,,https://i3.ypcdn.com/blob/0a35c938136a4964b7ab312d499e7809f7d11d7d_228x168_crop.jpg,,32.8213,-96.681,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/dallas-hair-co-11770138,No,Dallas Hair Co,(214) 324-3522,10216 Garland Rd,Dallas,TX,75218,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.840366,-96.69374,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/stallion-styles-505314913,No,STALLION STYLES,(972) 891-2196,5480 preakness ln,dallas,TX,75211,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.740135,-96.91549,,,,,,13 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-and-elegant-nails-497762342,No,Hair and Elegant Nails,(214) 320-4888,11255 Garland Rd Ste 940,Dallas,TX,75218,US,,,,,,Beauty Salons > Hair Stylists > Nail Salons,Beauty Salons,,,,32.848778,-96.68411,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/ryan-jesse-hair-make-up-artists-483406083,No,Ryan Jesse: Hair & Make-Up Artists,(856) 383-5146,Dallas 75231,Dallas,TX,75231,US,,,,,,Make-Up Artists > Hair Stylists,Make-Up Artists,,,,32.8772,-96.7509,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/smartstyle-481132513,No,SmartStyle,(214) 376-7603,200 Short Blvd,Dallas,TX,75232,US,,,,"{'WEDNESDAY': '1000-2000', 'MONDAY': '1000-2000', 'THURSDAY': '1000-2000', 'SUNDAY': '1100-1700', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '1000-2000'}",,Beauty Salons > Hair Stylists,Beauty Salons,,https://i2.ypcdn.com/blob/0a35c938136a4964b7ab312d499e7809f7d11d7d_228x168_crop.jpg,,32.68563,-96.82465,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/tangerine-salon-505150878,No,Tangerine Salon,(972) 393-9200,7949 Walnut Hill Ln,Dallas,TX,75230,US,,,http://www.tangerinesalon.net/dallas,"{'WEDNESDAY': '1000-2000', 'MONDAY': '', 'THURSDAY': '1000-2000', 'SUNDAY': '', 'TUESDAY': '1000-2000', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Beauty Salons > Hair Stylists,Beauty Salons,info@tangerinesalon.net,"https://i1.ypcdn.com/blob/3ec1c5e7c67767edc0746696e9c41b84a483dc58_228x168_crop.jpg, https://i4.ypcdn.com/blob/679718792078bf8d963b93704097e2f4cf9de7e7_228x168_crop.jpg, https://i2.ypcdn.com/blob/c3c1dbd910a5bb13acb974e93d5a0e212c4d29e9_228x168_crop.jpg",,32.880276,-96.77134,"visa, discover, mastercard, all major credit cards, debit, amex",,,,,20 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/big-ben-unisex-507483651,No,Big Ben Unisex,(214) 434-1944,9009 Bruton Rd,Dallas,TX,75217,US,,,,"{'WEDNESDAY': '1000-2000', 'MONDAY': '', 'THURSDAY': '1000-2000', 'SUNDAY': '', 'TUESDAY': '1000-2000', 'FRIDAY': '1000-2000', 'SATURDAY': '0800-2000'}",,Barbers > Hair Stylists,Barbers,,,,32.748882,-96.668434,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-fairies-inc-474131028,No,Hair Fairies Inc,(214) 750-5423,8128 Park Ln Ste 125,Dallas,TX,75231,US,,,http://www.hairfairies.com,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.871777,-96.76677,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/sport-clips-470647858,No,Sport Clips,(214) 361-2366,6176 Retail Rd,Dallas,TX,75231,US,,,https://sportclips.com/us-tx-dallas-tx463,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1100-1700', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1800'}",,Barbers > Beauty Salons > Hair Stylists,Barbers,,"https://i3.ypcdn.com/blob/11909f5fe332f7c056580de73816397f7ac6d593_228x168_crop.jpg, https://i1.ypcdn.com/blob/aa15609d51fdf3e39dc2f417083a866636cd3fcb_228x168_crop.jpg",,32.86154,-96.75483,"master card, visa, debit, apple pay, cash, samsung pay, amex","The Sport Clips experience in , includes sports on TV, legendary steamed towel treatment, and a great haircut from our stylists who are the Pros in Mens Hair and specialize in men's and boys' hair care. You'll walk out feeling like an MVP. At Sport Clips, we've turned something you have to do, into something you want to do. And now with our online check in system, you can choose your stylist, check approximate wait times, and wait for your haircut from work, home or even the ballpark!",,,,15 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/faith-style-317-506580357,No,Faith Style 317,(214) 505-2058,4206 S Lancaster Rd Ste A,Dallas,TX,75216,US,,,,,,Hair Braiding > Hair Stylists,Hair Braiding,fsrobertson317@gmail.com,,,32.6984,-96.794945,"cash, check, visa, mastercard",,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-with-flair-480265724,No,Hair With Flair,(214) 371-8044,4130 S Lancaster Rd,Dallas,TX,75216,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.699074,-96.79534,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-classics-7629778,No,Hair Classics,(214) 750-7844,6211 W Northwest Hwy,Dallas,TX,75225,US,,,https://hairclassicssalon.com,"{'WEDNESDAY': '0900-1700', 'MONDAY': '0900-1700', 'THURSDAY': '0900-1700', 'SUNDAY': '', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': ''}",,Beauty Salons > Hair Stylists,Beauty Salons,,https://i1.ypcdn.com/blob/a1da47393a520d897055040587993b4f8b9f31fc_228x168_crop.jpg,,32.8659,-96.800514,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/colour-kraze-hair-studio-525890531,No,Colour Kraze Hair Studio,(214) 339-2544,3229 Dawes Dr,Dallas,TX,75211,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.727234,-96.87337,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/willie-browns-hair-affair-5552130,No,Willie Brown's Hair Affair,(214) 374-9274,3911 S Lancaster Rd,Dallas,TX,75216,US,,,,"{'WEDNESDAY': '0900-1700', 'MONDAY': '0900-1700', 'THURSDAY': '0900-1700', 'SUNDAY': '', 'TUESDAY': '0900-1700', 'FRIDAY': '0900-1700', 'SATURDAY': ''}",,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.701206,-96.79745,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/paragon-hair-studio-11974442,No,Paragon Hair Studio,(214) 339-4866,3229 Dawes Dr,Dallas,TX,75211,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.727238,-96.87323,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/nasrin-hair-assoc-516910990,No,Nasrin Hair & Assoc,(972) 248-4710,8411 Preston Rd,Dallas,TX,75225,US,,,,,,Hair Supplies & Accessories > Hair Stylists,Hair Supplies & Accessories,,,,32.864616,-96.80434,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-in-your-face-451392541,No,Hair In Your Face,(972) 898-5333,8335 Westchester DR,Dallas,TX,75225,US,,,,"{'WEDNESDAY': '1000-1800', 'MONDAY': '', 'THURSDAY': '1000-1800', 'SUNDAY': '', 'TUESDAY': '1000-1800', 'FRIDAY': '1000-1800', 'SATURDAY': '0900-1500'}",,Barbers > Hair Stylists,Barbers,cassie@hairinyourface.com,,,32.86445,-96.80663,"amex, discover, master card, visa",,,,,16 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/a-hair-color-design-503701390,No,A Hair Color Design,(214) 696-5007,6121 Greenville Ave,Dallas,TX,75206,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.860077,-96.76822,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-color-specialist-474528927,No,Hair Color Specialist,(817) 781-4556,8335 Westchester Dr,Dallas,TX,75225,US,,,,"{'WEDNESDAY': '', 'MONDAY': '', 'THURSDAY': '', 'SUNDAY': '0000-0000', 'TUESDAY': '', 'FRIDAY': '', 'SATURDAY': ''}",,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.86406,-96.806725,"check, all major credit cards",,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/smartstyle-473755091,No,SmartStyle,(214) 331-1163,1521 N Cockrell Hill Rd,Dallas,TX,75211,US,,,http://www.smartstyle.com,"{'WEDNESDAY': '0900-1900', 'MONDAY': '0900-1900', 'THURSDAY': '0900-1900', 'SUNDAY': '1100-1700', 'TUESDAY': '0900-1900', 'FRIDAY': '0900-1900', 'SATURDAY': '0900-1900'}",,Beauty Salons > Hair Stylists,Beauty Salons,,"https://i4.ypcdn.com/blob/a279dcac0200ad068d124338d12d43eb80bf2996_228x168_crop.jpg, https://i3.ypcdn.com/blob/0a35c938136a4964b7ab312d499e7809f7d11d7d_228x168_crop.jpg",,32.763615,-96.89562,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/hair-2000-460162430,No,Hair 2000,(214) 607-6107,6305 Rincon Way,Dallas,TX,75214,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.854626,-96.75435,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/john-phillip-ltd-hair-designing-476547117,No,John Phillip LTD Hair Designing,(214) 692-1236,8307 Westchester Dr,Dallas,TX,75225,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.86371,-96.80673,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/michelles-luxury-hair-and-skin-care-462498320,No,Michelle's Luxury Hair and Skin Care,(214) 850-9925,5639 Dyer St,Dallas,TX,75206,US,,,,"{'WEDNESDAY': '0830-1700', 'MONDAY': '0830-1700', 'THURSDAY': '0830-1700', 'SUNDAY': '', 'TUESDAY': '0830-1700', 'FRIDAY': '0830-1700', 'SATURDAY': '0800-1500'}",,Beauty Salons > Beauty Supplies & Equipment > Hair Stylists > Sports Clubs & Organizations,Beauty Salons,Michelle_hair_designs@yahoo.com,,,32.84326,-96.771164,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/glam-by-nita-468112336,No,Glam by Nita,(214) 586-4892,5639 Dyer St,Dallas,TX,75206,US,,,,,,Beauty Salons > Hair Stylists > Make-Up Artists,Beauty Salons,glammedupbynita@gmail.com,,,32.84326,-96.771164,"cash, all major credit cards",I am a make-up artist located in Dallas. I specialize in bridal makeup. I also do eyelash extensions. My goal is to provide my clients with the best beauty experience possible!,,,,14 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/be-tamed-hair-studio-505390400,No,Be Tamed Hair Studio,(972) 802-4543,7331 Gaston Ave # 103,Dallas,TX,75214,US,,,http://www.vagaro.com/hairbynoell,"{'WEDNESDAY': '0900-1800', 'MONDAY': '0900-1800', 'THURSDAY': '0900-1800', 'SUNDAY': '1200-1600', 'TUESDAY': '0900-1800', 'FRIDAY': '0900-1800', 'SATURDAY': '0900-1700'}",,Beauty Salon Equipment & Supplies > Beauty Salons > Hair Braiding > Hair Stylists > Make-Up Artists > Permanent Make-Up > Wedding Photography & Videography,Beauty Salon Equipment & Supplies,noelljim111001@gmail.com,"https://i1.ypcdn.com/blob/598ff76ab55d2c0aae0dccc40f912e57db5ec6e6_228x168_crop.jpg, https://i3.ypcdn.com/blob/bfb4c6c65ef67a7fa5145211a2257567a0138d80_228x168_crop.jpg, https://i3.ypcdn.com/blob/90419c89e4b6ab98f461fb678b2237633fd6910c_228x168_crop.jpg, https://i2.ypcdn.com/blob/4598f7f3330eeb4ca0f977a9051ebd9dde6da13e_228x168_crop.jpg, https://i2.ypcdn.com/blob/9b34af8e4aefa82324cf2f47acf370fa6fae9d32_228x168_crop.jpg",,32.812054,-96.73078,"mastercard, all major credit cards, amex, check, visa, master card, discover, debit, cash",Upscale Full Service Hair Salon and Spa,,,,23 Years,Wheelchair accessible
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/a-l-designers-3301729,No,A & L Designers,(214) 330-1882,4367 S Hampton Rd,Dallas,TX,75232,US,,,,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.688957,-96.85729,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/vickis-unisex-765744,No,Vickis Unisex,(214) 942-9009,418 S Hampton Rd,Dallas,TX,75208,US,,,https://vickis-unisex.edan.io,,,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.741898,-96.85658,"amex, cash, discover, master card, paypal, visa",,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/shear-sugar-salon-extensions-579016516,No,Shear Sugar Salon & Extensions,(469) 439-8066,7324 Gaston Ave Ste 301,Dallas,TX,75214,US,,,https://www.vagaro.com/us04/shearsugarsalon,"{'WEDNESDAY': '1000-1900', 'MONDAY': '', 'THURSDAY': '1000-1900', 'SUNDAY': '', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '1000-1900'}",,Beauty Salons > Hair Stylists,Beauty Salons,shearsugarsalon@gmail.com,,,32.8119,-96.730934,"amex, cash, check, discover, master card, visa","Shear Sugar Salon is your East Dallas destination for luxury hair extensions, custom color, and shine-boosting treatments. With 20 years of local experience, Rachel specializes in hand-tied, invisible weft, tape-in, I-tip, and K-tip extensions, as well as balayage, root touch-ups, and hair Botox. Every service is customized for long-lasting, natural results. Now offering Buy Now, Pay Later with Cherry! Located at 7324 Gaston Ave, Suite 301, Studio 45. Call or text 469-439-8066 to book your transformation.",,,,6 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/kelsey-mcclintick-hair-color-specialist-506715939,No,Kelsey McClintick-  Hair Color Specialist,(214) 460-4761,5555 E Mockingbird Ln,Dallas,TX,75206,US,,,http://purespaandsalon.com,"{'WEDNESDAY': '1000-1500', 'MONDAY': '', 'THURSDAY': '1000-1500', 'SUNDAY': '', 'TUESDAY': '1000-1500', 'FRIDAY': '1000-1500', 'SATURDAY': '1000-1800'}",,Beauty Salons > Hair Stylists,Beauty Salons,,,,32.836754,-96.77261,"cash, amex, discover, master card, visa",,,,,10 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/pro-cuts-4085449,No,Pro-Cuts,(469) 802-6880,2150 Fort Worth Ave,Dallas,TX,75211,US,,,http://www.pro-cuts.com,"{'WEDNESDAY': '', 'MONDAY': '0900-2000', 'THURSDAY': '', 'SUNDAY': '1100-1700', 'TUESDAY': '', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-1800'}",,Beauty Salons > Barbers > Hair Stylists,Beauty Salons,,,,32.761395,-96.85771,,,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/floyds-99-barbershop-12147501,No,Floyd's 99 Barbershop,(214) 827-5000,5706 E Mockingbird Ln,Dallas,TX,75206,US,,,http://www.floydsbarbershop.com/mockingbird,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-2100', 'THURSDAY': '0900-2100', 'SUNDAY': '0900-1800', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-2000'}",,Barbers > Beauty Salons > Hair Stylists,Barbers,tx1@floydsbarbershop.com,,,32.83635,-96.769646,"master card, visa, amex, apple pay, discover, cash","Expert cuts, amplified experience. Floyd's 99 Barbershop on Mockingbird Lane in the Texas Urban Living building in Dallas, TX provides haircuts, hair color, beard trims, straight-razor shaves, & signature deep shoulder massages, along with the Floyd's 99 Grooming line and other professional retail styling products.Voted ""Best Barbershop"" of 2019 in Dallas, TX by the Dallas Observer.",,,,19 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/laserium-medspa-467090579,No,Laserium Medspa,(214) 361-9100,8215 Westchester Dr,Dallas,TX,75225,US,,,,"{'WEDNESDAY': '0000-2359', 'MONDAY': '0000-2359', 'THURSDAY': '0000-2359', 'SUNDAY': '0000-2359', 'TUESDAY': '0000-2359', 'FRIDAY': '0000-2359', 'SATURDAY': '0000-2359'}",,Day Spas > Beauty Salons > Hair Removal > Hair Stylists > Massage Therapists > Medical Spas > Skin Care > Tanning Salons,Day Spas,,,,32.86238,-96.806725,mastercard,,,,,29 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/willow-creek-hair-designers-9523121,No,Willow Creek Hair Designers,(214) 369-5354,5622 Dyer St,Dallas,TX,75206,US,,,,"{'WEDNESDAY': '0830-1730', 'MONDAY': '0830-1730', 'THURSDAY': '0830-1730', 'SUNDAY': '', 'TUESDAY': '0830-1730', 'FRIDAY': '0830-1730', 'SATURDAY': ''}",,Barbers > Beauty Salons > Hair Stylists,Barbers,frontdesk@willowcreekhairdesign.com,,,32.842987,-96.77141,"amex, cash, check, debit, diners club, discover, master card, visa",,,,,,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/bella-drybar-527142493,No,Bella Drybar,(214) 859-4297,1408 W Davis St Suite B,Dallas,TX,75208,US,,,,"{'WEDNESDAY': '1000-1900', 'MONDAY': '1000-1900', 'THURSDAY': '1000-1900', 'SUNDAY': '1000-1900', 'TUESDAY': '1000-1900', 'FRIDAY': '1000-1900', 'SATURDAY': '1000-1900'}",,Beauty Salon Equipment & Supplies > Beauty Salons > Hair Braiding > Hair Stylists,Beauty Salon Equipment & Supplies,,"https://i4.ypcdn.com/blob/44eeb1883d6bd3e67181246f2ce62352a2208016_228x168_crop.jpg, https://i4.ypcdn.com/blob/9f63deeb385678f6fef115d55a2b6a165a7d9432_228x168_crop.jpg, https://i2.ypcdn.com/blob/ecfa50e73c4523ff70d6800fa7dbf0dacfcc5f2a_228x168_crop.jpg, https://i4.ypcdn.com/blob/347ca00a87c4dafecf4fa06dc1f421e302fb2fe2_228x168_crop.jpg, https://i4.ypcdn.com/blob/1df2a2fb0ae6a0901a650ce6eaed91b40300b9ac_228x168_crop.jpg, https://i3.ypcdn.com/blob/9c4ce66822eb457e3b56c4b73a3e94cfc78a457e_228x168_crop.jpg, https://i4.ypcdn.com/blob/956583eadd77df23165b49a5997f5b7db39adf3e_228x168_crop.jpg, https://i1.ypcdn.com/blob/ec1b456280517bc71f70c2e1e71c855e0058a499_228x168_crop.jpg",,32.74946,-96.84463,,,,,,9 Years,
"Dallas, TX",hair stylist,https://www.yellowpages.com/dallas-tx/mip/floyds-99-barbershop-564800861,No,Floyd's 99 Barbershop,(469) 828-1915,5715 Lemmon Ave,Dallas,TX,75209,US,,,https://www.floydsbarbershop.com/locations/texas/dallas/inwood-rd,"{'WEDNESDAY': '0900-2100', 'MONDAY': '0900-2100', 'THURSDAY': '0900-2100', 'SUNDAY': '0900-1800', 'TUESDAY': '0900-2100', 'FRIDAY': '0900-2000', 'SATURDAY': '0900-2000'}",,Barbers > Beauty Salons > Hair Stylists,Barbers,inwoodrd@floydsbarbershop.com,,,32.83017,-96.82706,"amex, apple pay, discover, master card, visa, cash","Expert cuts, amplified experience. Floyd's 99 Barbershop provides haircuts, hair color, beard trims, straight-razor shaves, & signature deep shoulder massages, along with the Floyd's 99 Grooming line and other professional retail styling products.",,,,9 Years,
