model,product_name,author,text,rating,date_added
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Alyssa,Stamps are very pretty. Should dress up my bills nicely,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Emily,convenient don't have to use water to make them stick,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,redlin51,These stamps are very pretty. Just as pictured but even prettier.,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,LexRex21,"Absolutely beautiful, THANKYOU so much ❣",5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Curly Productions,Nothing to complain about. They are good stamps. I would buy again.,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,JohnnyU,Bien,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,D. Forrest,Proceed reasonably! Lots of styles to choose from!,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Andrew California,Quick delivery! No having to go to the Postoffice,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Thucydides,Not much to say. They stick,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,mikki thiele,I kuje usinng different stanps.,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Vic,"They're prettier stamps. Even if the receiver doesn't appreciate them, I do.",5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Josephine A Bates,I'm happy I was able too order this.,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,KL08,Nothing to dislike.,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Rochelle Nameroff,Great value and quick delivery,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Margaret,"They were as described, they work as expected of a self adhesive stamp",5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,TamRN Diane Johnson,Love these postcard stamps!,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,colleen,Useful product,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,IronLion,Good value and good adhesion on stamp!,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Holly W.,Functional,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,TamRN Diane Johnson,"I liked this product because it was close to the ""pictures"" advertised.",5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Kelly S. Schaefer,Good,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,D. Reynolds,Everything happened or was as advertised. No surprises. All expectations were met.,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Allison Hermanson,"Lovely stamps, nice winter theme, but with no religious/holiday symbols.",5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Carol Taylor,Saves me a trip to the post office,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Avonlady33ttv,Nicely packaged and will be adding them to my sons Christmas card.,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Richard B,Love these stamps! Having them come to the house is great!,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Edward Mildebrandt,these stamps are pretty ands that's why I like them,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Linda Wade,Have bought these stamps several times love the variety of colorful flowers will continue to reorder.,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,J Manzanares,Love the items especially the bright colors!,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Holli Ann,Pretty stamps that stick well,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Stefanie,Was delivered fast so I could get Christmas cards on they're way,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Shirley Daveshwar,Thank you,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Casey Baldwin,Nice for the holidays,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Pollyanna,Very nice Christmas images in red and green. They complemented nicely our Christmas cards!,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,colleen,I lpve my holiday wreath stamps!,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,D. Caine,They are as pretty as their pictures show.,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Elisabeth Jones,These beat a trip to that Post Office line any day!!!,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Rita E.,Like them and for the valueto,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Patricia Banks,These made perfect presentations during summer and spring mailing. Loved them!,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,judy,Liked the design and quality.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Samantha Vallecillo,I love that my stamps came in the mail. I use them to mail letters.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,nathan blankenship Denise Martin,"So glad to be able to buy from home, the post office gives me anxiety! These were beautiful for wedding thank you cards. Will buy again!",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,JOYCE ARMSTRONG,Well made and looks great!,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,em,Good stuff,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Kathleen J. Hennigan,Stamps were delivered secretly and promptly. I like the design too.,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Renee,They are as pretty as their pictures show.,4,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Paul McDowell Barbara Knighton,These are beautiful. I choose these for personal mail. They are too nice for bill payments.,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Larry M Muehl,Love these stamps! Having them come to the house is great!,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,KHW,these stamps are pretty ands that's why I like them,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Rosie,Have bought these stamps several times love the variety of colorful flowers will continue to reorder.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Earth Childe,"My fiancé and I did, and they look spectacular!",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Catherine Andersen,These stamps are gorgeous. Thank you!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,redlin51,The product was in great shape and I needed them.,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Brena,"Great communication you even let me know that it was going to be delayed for a day and now one day later, here they are! I am very impressed. If you are also asking about the pop-up greeting cards they are absolutely splendid. Life is good with you guys! Thank you",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Punkin570,These stamps look exactly as pictured. Quick and easy to purchase rather than wait in line at the post office. Definitely recommend!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Sharon K Benton,I LOVE IT . IM CONSTANTLY MAILING THINGS OUT. AND I RAN OUT OF STAMPS . NOW IM BACK ON POINT. YOU CAN’T BEAT CONVIENCE. AND THE DESIGN IS SO BEAUTIFUL.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,ann,"My fiancé and I did, and they look spectacular!",5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Kathy Alexander,These stamps are gorgeous. Thank you!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Marti E. Murphy,The product was in great shape and I needed them.,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Nellsie,"Great communication you even let me know that it was going to be delayed for a day and now one day later, here they are! I am very impressed. If you are also asking about the pop-up greeting cards they are absolutely splendid. Life is good with you guys! Thank you",5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Holly W.,I like the pictures,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,christina,Waht a Great looking stamp !!,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Andrea,Arrived on time and they are lovely stamps,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,ksein,As described and ready to use.,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Elisabeth F. Lanzl,Great!!,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,John Lema,The stamps arrived super fast and in perfect condition.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Stacy,Worked great,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,MichelleB,My 4’year old grandson likes to make postcards to send to Grandma. What I like about these Forever Postcard stamps is their historic reference but also and mainly because they are simply beautiful! So are his cards.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Sally Smith,Can't get stamps because of where you live? Worked out perfectly!,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Ellie Green,"So far my mail was delivered with these stamps, so they’re real.",5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,Mary Ellen Nash,They were great and I have added them to my wallet to use. It saved me a trip to the post office and even more so standing in line since DeJoy has cut back on Postal Service staff and hours. I may get some more for holiday mailings.,5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,John Lema,I liked the picture on these stamps. Very nice.,5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,Stacy,"These are lovely stamps for postcards, they arrived on time and in good condition. The description does say postcard, I just didn't notice.",5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,Ellie Green,I like the pictures,5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,Mary Ellen Nash,Waht a Great looking stamp !!,5,2022-09-13
564700,2018 US Wedding Love Flourishes Forever Postage Stamps,christina,So easy and convenient to order and keep on hand.,5,2022-09-13
564700,2018 US Wedding Love Flourishes Forever Postage Stamps,Holly W.,Value for Money,5,2022-09-13
564700,2018 US Wedding Love Flourishes Forever Postage Stamps,yoleen faerber RettaKay,Saved me from going out to post office.,5,2022-09-13
564700,2018 US Wedding Love Flourishes Forever Postage Stamps,Diane Rose,I am from a Military Family and live on Whidbey Island Navy Base.,5,2022-09-13
564700,2018 US Wedding Love Flourishes Forever Postage Stamps,IronLion,Good product.,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,judy,It's a stamp .. attach and mail a letter.,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Patricia Banks,Handsome stamps to grace personal letters and cards,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Frances Stehman,Very pretty!! Sent to a friend that didn’t have access to a post office!!,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Hailey Ford,I mail bills and mail using the stamps. It is a little hard to get the stamps from the sheet.,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Hoffa,"stamp. I love the designs, my compliments to the artists!‍️",5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,mary wagner,Stamps are available yes!,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Robert Merritt,Great help for my card ministry,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,steve damesworth Jocelyn medley,Super fast shipping!!,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Alyssa,"I love the product, thank God i was able 2 afford the product",5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Emily,"There’s nothing to dislike about these stamps, they stick pretty well! Definitely gonna buy more once I run out",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Norm H.,I like the funny designs. Came in perfect condition!,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Miss OCD @ 67,"I bought the Mix Of 20 Stamps for a good price to & Didn't have to go out in cold weather either .""",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,TamRN Diane Johnson,Ha! It was just flags! But it was here in a day. So that's okay. Worked for me.,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Richard mazzone,"I'm a cheapskate, so I will buy stamps that are still usable but less cost. These are just what I want",5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Grandmas Kai & Mo,These were exactly what I was looking for. Didn’t want to leave the house for stamps and these were perfect.,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Penny Smith,They were sticky. My mail got delivered they're stamps,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Gabby Quintero,Very beautiful!,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,hoogee g wong,These stamps will come in handy for writing notes or letters or cards,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Maria,"You can use them as a very expensive sticker set, or put them up on a dart board if you really hate flowers. You can even them on envelopes to mail things.",5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,josefina tabullo Long Energy LLC - Products,came fast. easy to stick. and beautiful flowers. would buy again because i like my postage to be on theme. these were for baby shower thank you cards,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mingypants,Lovely images!,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Eileen,Got a better price and quick delivery,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mary Wilson,Delivery was promised efficient. STAMPS NICE,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Lover of life briana,"Decent Price, Pretty Stamps",5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,MichelleB,Did as advertised and was well packaged.,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Joyce Tourigny,Why am I reviewing stamps? They're stamps guys... get'em while they hot!,4,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Libby e berman alegria rosa,These are stamps I have been looking for and I am so happy I found them.,4,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Yolanda clark,I needed stamps for the letters I enjoy writing to my grandmother. Everyone whom I've sent these to has agreed that they're adorable.,4,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,V.Z. White,Adhesion excellent! Well worth the money.,4,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Wendy,I love these stamps good for the money,4,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,colleen,Super fast delivery! Gorgeous stamps! Excellent value for your money! Thank you so much,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,IronLion,I like to send out cards/pictures for autographs in my spare time and so far I haven’t had any issues getting mail back with them.,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Holly W.,These stamps came quickly and they're very beautiful and they stick very well,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Deartra Poulson,Perfect perfect perfect!!! Thank you so much for this.,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Candace Mathews,Nice stamp. Works as it should.,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,John Renken,Took a bit to get but cute,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Z. Schapker,Good,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Donne,It was easy and convenient for a 90 yr old.,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Mary Claeson,Nice looking stamps,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,A.L. KD,Okay,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,TamRN Diane Johnson,Perfect for my holiday cards.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Miss OCD @ 67,Great stamps with great prices.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Norm H.,So easy to receive stamps at home and so much better than waiting in long lines at the post office!!,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,mikki thiele,I loved these stamps and even went back and bought more. Such beautiful wreaths.,5,2022-09-13
460203,2020 US Earth Day Forever Stamps,Thucydides,Awesome,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,mary pollock K. Bender,They were just what I was looking for. I will be reordering again and again!,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,D. Caine,A great way to buy stamps during the pandemic.,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Mercedes,Such convenience! Our post offices are located where we have to pay to park. Now it’s possible to get the stamps I want delivered to my door. Fantastic!,5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Surfer Joe,"This product was so needed and made convenient for me to order, and ship to my elderly Mom out-of-state. She loved them.",5,2022-09-13
480821,2017 U.S. Postal Issue Sharks Forever Stamps,Vic,"Convivence and style and that they are ""Forever Stamps"".",5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,marje,Love the items especially the bright colors!,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Brendon,Pretty stamps that stick well,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Aamna Vawda,"When ordering for my business, I didn't realize that I could also get postage stamps! I love the stamps I received. It was truly a simple process and saved me time taking care of everything in one step.",5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Nathybelle,Stamps are available yes!,5,2022-09-13
683124,2021 U.S. Garden Beauty Forever Postage Stamps,Lori Windsor,Great help for my card ministry,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Moira Sher,came as described. These also came fast so I didn't have to go to the post office.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Rita James,2 designs. Normal price for stamps,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,jody,"Loved these stamps was really sad I lost them, they look great, are patriotic, and hold up well in mail system.",5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,Joe,Adhesion good and worth the money as pics are beautiful.,5,2022-09-13
740104,2019 U.S. Flag Forever Stamps Booklet,sue hepler,Great looking stamps,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Haley Lewis,Unlike a collector I don’t save my stamps I use them on cards and letters and I use the postal service quite often. I am afraid cards are going out of style :( and no one sends thank you notes anymore. Growing up my nana taught me thank you notes were a part of etiquette and that is just how it’s done… this world is going downhill — that’s another story for another time. These stamps are beautiful and will get people talking saying how elegant they are if you use them on letters or cards. I actually used these ones in particular on my best friend’s wedding thank you notes (which I did for her as a favor to help take some stress off of her after the big day — I was her maid of honor) anyways go ahead and see for yourself,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Gwen Shawn Newell,"I got these for my mom, and she loves them. They are extra large and fit well on an envelope. The design celebrates the wonderful role of working dogs in our lives. Beautiful.",5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Johnny Franck,What a Great looking stamp !!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Marcie,Just love these stamps! So adorable!,5,2022-09-13
120904,2021 US Barns Postcard Stamps Panes,Carol DeMarco,Each set of stamps was in a separate sealed large mailing envelope and then placed in a larger padded envelope.,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Roy,"When ordering for my business, I didn't realize that I could also get postage stamps! I love the stamps I received. It was truly a simple process and saved me time taking care of everything in one step.",5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Richard B,Great help for my card ministry,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Edward Mildebrandt,Super fast shipping!!,5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,Linda Wade,"I love the product, thank God i was able 2 afford the product",5,2022-09-13
201712,2017 US Snowy Day Forever Postage Stamps,J Manzanares,"There’s nothing to dislike about these stamps, they stick pretty well! Definitely gonna buy more once I run out",5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Deartra Poulson,Good stuff,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,colleen,Waht a Great looking stamp !!,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,IronLion,Arrived on time and they are lovely stamps,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,Holly W.,As described and ready to use.,5,2022-09-13
572304,2020 U.S. Contemporary Boutonniere Forever Stamps,christina,Great!!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,C93 Melissa B.,These stamps look exactly as pictured. Quick and easy to purchase rather than wait in line at the post office. Definitely recommend!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Earth Childe,Unlike a collector I don’t save my stamps I use them on cards and letters and I use the postal service quite often. I am afraid cards are going out of style :( and no one sends thank you notes anymore. Growing up my nana taught me thank you notes were a part of etiquette and that is just how it’s done… this world is going downhill — that’s another story for another time. These stamps are beautiful and will get people talking saying how elegant they are if you use them on letters or cards. I actually used these ones in particular on my best friend’s wedding thank you notes (which I did for her as a favor to help take some stress off of her after the big day — I was her maid of honor) anyways go ahead and see for yourself,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Catherine Andersen,"I got these for my mom, and she loves them. They are extra large and fit well on an envelope. The design celebrates the wonderful role of working dogs in our lives. Beautiful.",5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,redlin51,What a Great looking stamp !!,5,2022-09-13
740400,2022 U.S Flag Forever Stamps Roll,Brena,Just love these stamps! So adorable!,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Mary Ellen Nash,Have ordered on-line before. Just time to reorder.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,John Lema,Arrived quickly. Exactly as advertised.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Stacy,They are self adhesive and I love the pictures.,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,MichelleB,great design and easy to use,5,2022-09-13
565166,U.S. 2019 Cactus Forever Stamps,Lover of life briana,Love these postcard stamps!,5,2022-09-13
577604,2021 U.S. Star War Droids Forever Stamps,Patrice,"Had many comments on these, from",5,2022-09-13
577604,2021 U.S. Star War Droids Forever Stamps,Sylvia Wieluc,I hate going to the post office.,5,2022-09-13
577604,2021 U.S. Star War Droids Forever Stamps,APACHECAT,Pretty selection of stamps. Arrived before expected date. Good price point. Would order again.,5,2022-09-13
577604,2021 U.S. Star War Droids Forever Stamps,Esther,"gift""",5,2022-09-13
577604,2021 U.S. Star War Droids Forever Stamps,Linda Fitzgerald,Be sure to check the price per stamp.,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,AA R,My letters received so many compliments re: the appropriate,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,TINA DOYLE,"I was afraid these stamps wouldn't work as there isn't really a marking that says it's a stamp. But after sending out a few peices all seemed to arrive without problem, so I can now use with confidence. These are very pretty.",5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Cathy Paul,"These stamps are exceptionally Lovely, they’re very special and unusual. I’ve been purchasing my postage stamps from website for the past 2 years. They have many different designs to choose from and you don’t have to wait on a line!",5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,DEANER Rhonda,I absolutely love these stamps! So beautiful adds an extra touch to your cards!,5,2022-09-13
480104,2021 U.S. Lunar New Year: Year of the Ox Forever Stamps,Gayle Dedelow Blanton,Cost,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,redlin51,Stamps on sale!!! What a deal! Just ordered more!,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,LexRex21,They are as pretty as their pictures show.,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Curly Productions,Great value for the money,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,mary wagner,Great value for the money,5,2022-09-13
683205,2019 US Heart Blossom Forever First-Class Postage Stamps Wedding,Robert Merritt,Good product.....forever stamps!,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Mark Bruin,Love the sound more than expected,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Mercedes Biland,I got it today,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Stacy,Great,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Janice Stoerck,It sticks to the envelope well,5,2022-09-13
202110,2020 US Christmas Holiday Delights Forever Postage Stamps,Shirley Thomas,"i hope someone reads this in your main office. you are not showing that i have received this item , but i did. i received it in an envelope in the mail. the product is as requested. it was received timely. you have a great company.",5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Susan Starr,Spring and summertime stamps dress up your envelopes. Easy to apply. What more is there to say about forever stamps. Be sure to divide current price of stamps so you don’t over pay too much. A little is okay for convenience but a lot is not Then look for another design,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Rochelle Nameroff,Very beautiful!,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Margaret,These stamps will come in handy for writing notes or letters or cards,5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Penny Smith,"You can use them as a very expensive sticker set, or put them up on a dart board if you really hate flowers. You can even them on envelopes to mail things.",5,2022-09-13
682524,U.S. 2021 Wild Orchids Framed Forever Stamps,Gabby Quintero,came fast. easy to stick. and beautiful flowers. would buy again because i like my postage to be on theme. these were for baby shower thank you cards,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Richard mazzone,I love the convenience of ordering stamps on website. Awesome.,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Grandmas Kai & Mo,It a first class stamp and reasonable price. Good deal,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mark Bruin,Just what I wanted.,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Mercedes Biland,Good stuff,5,2022-09-13
489685,2018 U.S. Flag Forever First-Class Postage Stamps,Stacy,Great!!,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Shantress wise,Delivered quickly....pretty stampa,4,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,66novacoupe,Cool stamps. Something different,4,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Tomas DellaMorte,How could anyone not love these stamps?!,4,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,Dwaine L Belcher,Was happy with my stamps cuz I didn’t feel like going to the post office,5,2022-09-13
201601,2017 US Forever Stamps Christmas Carols Booklet,L. B. Ross,"Very cute to buy, I USD them twice now and I love them",5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Tamara jones,It’s used as postage stamps.,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Annie Hendry,I use this product for mailing bills,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,NKB,Like everything about these stamps.,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,Lori5of7,Putting them on our RSVP card for our wedding invitations. Nice touch.,5,2022-09-13
481404,2021 US Day of the Dead Forever Stamps,V. West,Not much to say… they’re stamps! Cute design and efficient shipping.,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Marilyn DiCenzi,nice stamps,5,2022-09-13
480704,2021 U.S. Mystery Message Forever Stamps,Mary Claeson,Liked the wintery scenes.,5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,John Lema,Arrived on time and they are lovely stamps,5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,Stacy,As described and ready to use.,5,2022-09-13
576252,2020 US Made of Hearts Forever First-Class Postage Stamps Wedding,MichelleB,Great!!,5,2022-09-13
